source_code	source_concept_id	source_vocabulary_id	source_code_description	target_concept_id	target_vocabulary_id	valid_start_date	valid_end_date	invalid_reason
acantholytic squamous cell carcinoma	0	JNJ_OPTUM_EHR_ONCNHC	acantholytic squamous cell carcinoma	4300558	SNOMED	2023-08-02	2099-12-31	
acute leukemia	0	JNJ_OPTUM_EHR_ONCNHC	acute leukemia	138708	SNOMED	2023-08-02	2099-12-31	
acute lymphocytic leukemia	0	JNJ_OPTUM_EHR_ONCNHC	acute lymphocytic leukemia	134305	SNOMED	2023-08-02	2099-12-31	
acute myelomonocytic leukemia	0	JNJ_OPTUM_EHR_ONCNHC	acute myelomonocytic leukemia	4097706	SNOMED	2023-08-02	2099-12-31	
acute promyelocytic leukemia	0	JNJ_OPTUM_EHR_ONCNHC	acute promyelocytic leukemia	140352	SNOMED	2023-08-02	2099-12-31	
adenocarcinoma	0	JNJ_OPTUM_EHR_ONCNHC	adenocarcinoma	40484156	SNOMED	2023-08-02	2099-12-31	
adenoma	0	JNJ_OPTUM_EHR_ONCNHC	adenoma	40481474	SNOMED	2023-08-02	2099-12-31	
adenosquamous carcinoma	0	JNJ_OPTUM_EHR_ONCNHC	adenosquamous carcinoma	4298029	SNOMED	2023-08-02	2099-12-31	
amelanotic melanoma	0	JNJ_OPTUM_EHR_ONCNHC	amelanotic melanoma	4080901	SNOMED	2023-08-02	2099-12-31	
ampulla of vater adenocarcinoma	0	JNJ_OPTUM_EHR_ONCNHC	ampulla of vater adenocarcinoma	36715928	SNOMED	2023-08-02	2099-12-31	
anal canal squamous cell carcinoma	0	JNJ_OPTUM_EHR_ONCNHC	anal canal squamous cell carcinoma	4116241	SNOMED	2023-08-02	2099-12-31	
anaplastic large cell lymphoma	0	JNJ_OPTUM_EHR_ONCNHC	anaplastic large cell lymphoma	441235	SNOMED	2023-08-02	2024-03-13	D
anaplastic large cell lymphoma	0	JNJ_OPTUM_EHR_ONCNHC	anaplastic large cell lymphoma	432571	SNOMED	2024-03-13	2099-12-31	
angioimmunoblastic t-cell lymphoma	0	JNJ_OPTUM_EHR_ONCNHC	angioimmunoblastic t-cell lymphoma	4184976	SNOMED	2023-08-02	2099-12-31	
angiosarcoma	0	JNJ_OPTUM_EHR_ONCNHC	angiosarcoma	4297200	SNOMED	2023-08-02	2099-12-31	
anorectal adenocarcinoma	0	JNJ_OPTUM_EHR_ONCNHC	anorectal adenocarcinoma	40487050	SNOMED	2023-08-02	2099-12-31	
anorectal squamous cell carcinoma	0	JNJ_OPTUM_EHR_ONCNHC	anorectal squamous cell carcinoma	35624314	SNOMED	2023-08-02	2099-12-31	
anus neoplasm	0	JNJ_OPTUM_EHR_ONCNHC	anus neoplasm	4129882	SNOMED	2023-08-02	2099-12-31	
anus squamous cell carcinoma	0	JNJ_OPTUM_EHR_ONCNHC	anus squamous cell carcinoma	36716972	SNOMED	2023-08-02	2099-12-31	
appendix adenocarcinoma	0	JNJ_OPTUM_EHR_ONCNHC	appendix adenocarcinoma	4184849	SNOMED	2023-08-02	2099-12-31	
back basal cell carcinoma	0	JNJ_OPTUM_EHR_ONCNHC	back basal cell carcinoma	4307538	SNOMED	2023-08-02	2099-12-31	
basal cell carcinoma	0	JNJ_OPTUM_EHR_ONCNHC	basal cell carcinoma	42513061	ICDO3	2023-08-02	2099-12-31	
b-cell lymphomas	0	JNJ_OPTUM_EHR_ONCNHC	b-cell lymphomas	434592	SNOMED	2023-08-02	2099-12-31	
benign adenoma	0	JNJ_OPTUM_EHR_ONCNHC	benign adenoma	40481474	SNOMED	2023-08-02	2099-12-31	
benign ascending colon carcinoid tumor	0	JNJ_OPTUM_EHR_ONCNHC	benign ascending colon carcinoid tumor	760937	SNOMED	2023-08-02	2025-03-11	D
benign ascending colon carcinoid tumor	0	JNJ_OPTUM_EHR_ONCNHC	benign ascending colon carcinoid tumor	1077457	SNOMED	2025-03-11	2099-12-31	
benign ascending colon neoplasm	0	JNJ_OPTUM_EHR_ONCNHC	benign ascending colon neoplasm	442111	SNOMED	2023-08-02	2099-12-31	
benign bladder neoplasm	0	JNJ_OPTUM_EHR_ONCNHC	benign bladder neoplasm	201824	SNOMED	2023-08-02	2099-12-31	
benign carcinoid tumor	0	JNJ_OPTUM_EHR_ONCNHC	benign carcinoid tumor	37018338	SNOMED	2023-08-02	2024-09-10	D
benign carcinoid tumor	0	JNJ_OPTUM_EHR_ONCNHC	benign carcinoid tumor	1244536	SNOMED	2024-09-10	2099-12-31	
benign cecum neoplasm	0	JNJ_OPTUM_EHR_ONCNHC	benign cecum neoplasm	442108	SNOMED	2023-08-02	2099-12-31	
benign colon neoplasm	0	JNJ_OPTUM_EHR_ONCNHC	benign colon neoplasm	77234	SNOMED	2023-08-02	2099-12-31	
benign descending colon neoplasm	0	JNJ_OPTUM_EHR_ONCNHC	benign descending colon neoplasm	442104	SNOMED	2023-08-02	2099-12-31	
benign kidney neoplasm	0	JNJ_OPTUM_EHR_ONCNHC	benign kidney neoplasm	195498	SNOMED	2023-08-02	2099-12-31	
benign left adrenal gland neoplasm	0	JNJ_OPTUM_EHR_ONCNHC	benign left adrenal gland neoplasm	37117095	SNOMED	2023-08-02	2099-12-31	
benign left mammary neoplasm	0	JNJ_OPTUM_EHR_ONCNHC	benign left mammary neoplasm	37208024	SNOMED	2023-08-02	2099-12-31	
benign lung neoplasm	0	JNJ_OPTUM_EHR_ONCNHC	benign lung neoplasm	4242353	SNOMED	2023-08-02	2099-12-31	
benign mammary neoplasm	0	JNJ_OPTUM_EHR_ONCNHC	benign mammary neoplasm	72576	SNOMED	2023-08-02	2099-12-31	
benign meningioma	0	JNJ_OPTUM_EHR_ONCNHC	benign meningioma	37110097	SNOMED	2023-08-02	2099-12-31	
benign ovarian neoplasm	0	JNJ_OPTUM_EHR_ONCNHC	benign ovarian neoplasm	199764	SNOMED	2023-08-02	2099-12-31	
benign pheochromocytoma	0	JNJ_OPTUM_EHR_ONCNHC	benign pheochromocytoma	4098959	SNOMED	2023-08-02	2099-12-31	
benign prostatic neoplasm	0	JNJ_OPTUM_EHR_ONCNHC	benign prostatic neoplasm	197237	SNOMED	2023-08-02	2099-12-31	
benign rectal neoplasm	0	JNJ_OPTUM_EHR_ONCNHC	benign rectal neoplasm	444457	SNOMED	2023-08-02	2099-12-31	
benign right mammary neoplasm	0	JNJ_OPTUM_EHR_ONCNHC	benign right mammary neoplasm	37208040	SNOMED	2023-08-02	2099-12-31	
