source_code	source_concept_id	source_vocabulary_id	source_code_description	target_concept_id	target_vocabulary_id	valid_start_date	valid_end_date	invalid_reason
stage 0	0	JNJ_OPTUM_EHR_ONCSTG	stage 0	1634946	Cancer Modifier	2023-07-26	2099-12-31	
stage 0a	0	JNJ_OPTUM_EHR_ONCSTG	stage 0a	1634242	Cancer Modifier	2023-07-26	2099-12-31	
stage 1	0	JNJ_OPTUM_EHR_ONCSTG	stage 1	1635838	Cancer Modifier	2023-07-26	2099-12-31	
stage 1a	0	JNJ_OPTUM_EHR_ONCSTG	stage 1a	1633544	Cancer Modifier	2023-07-26	2099-12-31	
stage 1a1	0	JNJ_OPTUM_EHR_ONCSTG	stage 1a1	1633843	Cancer Modifier	2023-07-26	2099-12-31	
stage 1a2	0	JNJ_OPTUM_EHR_ONCSTG	stage 1a2	1634275	Cancer Modifier	2023-07-26	2099-12-31	
stage 1b	0	JNJ_OPTUM_EHR_ONCSTG	stage 1b	1635041	Cancer Modifier	2023-07-26	2099-12-31	
stage 1b1	0	JNJ_OPTUM_EHR_ONCSTG	stage 1b1	1635378	Cancer Modifier	2023-07-26	2099-12-31	
stage 1b2	0	JNJ_OPTUM_EHR_ONCSTG	stage 1b2	1634558	Cancer Modifier	2023-07-26	2099-12-31	
stage 1c	0	JNJ_OPTUM_EHR_ONCSTG	stage 1c	1634567	Cancer Modifier	2023-07-26	2099-12-31	
stage 2	0	JNJ_OPTUM_EHR_ONCSTG	stage 2	1635131	Cancer Modifier	2023-07-26	2099-12-31	
stage 2a	0	JNJ_OPTUM_EHR_ONCSTG	stage 2a	1634370	Cancer Modifier	2023-07-26	2099-12-31	
stage 2a2	0	JNJ_OPTUM_EHR_ONCSTG	stage 2a2	1634632	Cancer Modifier	2023-07-26	2099-12-31	
stage 2b	0	JNJ_OPTUM_EHR_ONCSTG	stage 2b	1634764	Cancer Modifier	2023-07-26	2099-12-31	
stage 2c	0	JNJ_OPTUM_EHR_ONCSTG	stage 2c	1633907	Cancer Modifier	2023-07-26	2099-12-31	
stage 3	0	JNJ_OPTUM_EHR_ONCSTG	stage 3	1634191	Cancer Modifier	2023-07-26	2099-12-31	
stage 3a	0	JNJ_OPTUM_EHR_ONCSTG	stage 3a	1633965	Cancer Modifier	2023-07-26	2099-12-31	
stage 3b	0	JNJ_OPTUM_EHR_ONCSTG	stage 3b	1634175	Cancer Modifier	2023-07-26	2099-12-31	
stage 3c	0	JNJ_OPTUM_EHR_ONCSTG	stage 3c	1635305	Cancer Modifier	2023-07-26	2099-12-31	
stage 4	0	JNJ_OPTUM_EHR_ONCSTG	stage 4	1633987	Cancer Modifier	2023-07-26	2099-12-31	
