source_code	source_concept_id	source_vocabulary_id	source_code_description	target_concept_id	target_vocabulary_id	valid_start_date	valid_end_date	invalid_reason
2019 coronavirus sars-cov-2 bd; np	0	JNJ_OPTUM_EHR_LABNAM	2019 coronavirus sars-cov-2 bd; np	756055	OMOP EXTENSION	2020-03-18	2099-12-31	
2019 CORONAVIRUS SARS-COV-2 BD, NP	0	JNJ_OPTUM_EHR_LABNAM	2019 CORONAVIRUS SARS-COV-2 BD, NP	756055	OMOP Extension	2020-03-18	2099-12-31	
2019 coronavirus sars-cov-2 hp	0	JNJ_OPTUM_EHR_LABNAM	2019 coronavirus sars-cov-2 hp	756055	OMOP EXTENSION	2020-03-18	2099-12-31	
2019 coronavirus sars-cov-2 id; np	0	JNJ_OPTUM_EHR_LABNAM	2019 coronavirus sars-cov-2 id; np	756055	OMOP EXTENSION	2020-03-18	2099-12-31	
2019 CORONAVIRUS SARS-COV-2 ID, NP	0	JNJ_OPTUM_EHR_LABNAM	2019 CORONAVIRUS SARS-COV-2 ID, NP	756055	OMOP Extension	2020-03-18	2099-12-31	
2019 coronavirus sars-cov-2 la	0	JNJ_OPTUM_EHR_LABNAM	2019 coronavirus sars-cov-2 la	756055	OMOP EXTENSION	2020-03-18	2099-12-31	
2019 CORONAVIRUS SARS-COV-2 QD	0	JNJ_OPTUM_EHR_LABNAM	2019 CORONAVIRUS SARS-COV-2 QD	756055	OMOP Extension	2020-03-18	2099-12-31	
2019 Coronavirus SARS-CoV-2 Result	0	JNJ_OPTUM_EHR_LABNAM	2019 Coronavirus SARS-CoV-2 Result	756055	OMOP Extension	2020-03-18	2099-12-31	
2019 CORONAVIRUS SARS-COV-2 SO	0	JNJ_OPTUM_EHR_LABNAM	2019 CORONAVIRUS SARS-COV-2 SO	0	None	1970-01-01	2099-12-31	
2019 Coronavirus SARS-CoV-2 Source	0	JNJ_OPTUM_EHR_LABNAM	2019 Coronavirus SARS-CoV-2 Source	0	None	1970-01-01	2099-12-31	
2019 coronavirus sars-cov c	0	JNJ_OPTUM_EHR_LABNAM	2019 coronavirus sars-cov c	0	OMOP EXTENSION	2020-03-18	2099-12-31	
2019 novel coronavirus naat	0	JNJ_OPTUM_EHR_LABNAM	2019 novel coronavirus naat	756055	OMOP EXTENSION	2020-03-18	2099-12-31	
2019 novel coronavirus naat interp	0	JNJ_OPTUM_EHR_LABNAM	2019 novel coronavirus naat interp	756055	OMOP EXTENSION	2020-03-18	2099-12-31	
2019 novel coronavirus; np	0	JNJ_OPTUM_EHR_LABNAM	2019 novel coronavirus; np	756055	OMOP EXTENSION	2020-03-18	2099-12-31	
2019 novel coronavirus pcr	0	JNJ_OPTUM_EHR_LABNAM	2019 novel coronavirus pcr	756055	OMOP EXTENSION	2020-03-18	2099-12-31	
2019 novel coronavirus pcr source	0	JNJ_OPTUM_EHR_LABNAM	2019 novel coronavirus pcr source	756055	OMOP EXTENSION	2020-03-18	2099-12-31	
2019 novel coronavirus rna	0	JNJ_OPTUM_EHR_LABNAM	2019 novel coronavirus rna	756055	OMOP EXTENSION	2020-03-18	2099-12-31	
abbott sars-cov-2 ab	0	JNJ_OPTUM_EHR_LABNAM	abbott sars-cov-2 ab	0	OMOP EXTENSION	2020-03-18	2099-12-31	
abbott sars-cov-2 ab; igg	0	JNJ_OPTUM_EHR_LABNAM	abbott sars-cov-2 ab; igg	37310258	OMOP EXTENSION	2020-03-18	2099-12-31	
Abbott SARS-CoV-2 Ab, IgG	0	JNJ_OPTUM_EHR_LABNAM	Abbott SARS-CoV-2 Ab, IgG	37310258	SNOMED	2020-03-09	2099-12-31	
ABBOTT SARS-COV-2 AB, IGG	0	JNJ_OPTUM_EHR_LABNAM	ABBOTT SARS-COV-2 AB, IGG	37310258	SNOMED	2020-03-09	2099-12-31	
Acetaminophen	0	JNJ_OPTUM_EHR_LABNAM	Acetaminophen	3001526	LOINC	2013-01-06	2099-12-31	
Alanine aminotransferase (ALT)	0	JNJ_OPTUM_EHR_LABNAM	Alanine aminotransferase (ALT)	3006923	LOINC	2013-01-06	2099-12-31	
Albumin	0	JNJ_OPTUM_EHR_LABNAM	Albumin	3025987	LOINC	2013-01-06	2099-12-31	
Albumin/creatinine ratio.urine	0	JNJ_OPTUM_EHR_LABNAM	Albumin/creatinine ratio.urine	3034485	LOINC	2013-01-06	2099-12-31	
Albumin.CSF	0	JNJ_OPTUM_EHR_LABNAM	Albumin.CSF	3043217	LOINC	2013-01-06	2099-12-31	
Albumin.glycated.percent	0	JNJ_OPTUM_EHR_LABNAM	Albumin.glycated.percent	3014072	LOINC	2013-01-06	2099-12-31	
Albumin.urine.24 hour	0	JNJ_OPTUM_EHR_LABNAM	Albumin.urine.24 hour	3010673	LOINC	2013-01-06	2099-12-31	
Albumin.urine.concentration	0	JNJ_OPTUM_EHR_LABNAM	Albumin.urine.concentration	3010072	LOINC	2013-01-06	2099-12-31	
Albumin.urine.temporal	0	JNJ_OPTUM_EHR_LABNAM	Albumin.urine.temporal	3010926	LOINC	2013-01-06	2099-12-31	
Aldolase	0	JNJ_OPTUM_EHR_LABNAM	Aldolase	3032449	LOINC	2013-01-06	2099-12-31	
Alkaline phosphatase.total (ALP)	0	JNJ_OPTUM_EHR_LABNAM	Alkaline phosphatase.total (ALP)	3021222	LOINC	2013-01-06	2099-12-31	
Allergen.environmental.IgE	0	JNJ_OPTUM_EHR_LABNAM	Allergen.environmental.IgE	3030249	LOINC	2013-01-06	2099-12-31	
Alpha-1-Antitrypsin (AAT)	0	JNJ_OPTUM_EHR_LABNAM	Alpha-1-Antitrypsin (AAT)	3025687	LOINC	2013-01-06	2099-12-31	
Alpha-Fetoprotein (AFP)	0	JNJ_OPTUM_EHR_LABNAM	Alpha-Fetoprotein (AFP)	3038294	LOINC	2013-01-06	2099-12-31	
Amikacin.peak	0	JNJ_OPTUM_EHR_LABNAM	Amikacin.peak	3037097	LOINC	2013-01-06	2099-12-31	
Amikacin.random	0	JNJ_OPTUM_EHR_LABNAM	Amikacin.random	3037097	LOINC	2013-01-06	2099-12-31	
Amikacin.trough	0	JNJ_OPTUM_EHR_LABNAM	Amikacin.trough	3037097	LOINC	2013-01-06	2099-12-31	
Amylase.total	0	JNJ_OPTUM_EHR_LABNAM	Amylase.total	3026724	LOINC	2013-01-06	2099-12-31	
