source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
350,0,CPRD_Units,350,0,None,1970-01-01,2099-12-31,
0-5,0,CPRD_Units,0-5,0,None,1970-01-01,2099-12-31,
1124,0,CPRD_Units,1124,0,None,1970-01-01,2099-12-31,
nights,0,CPRD_Units,nights,0,None,1970-01-01,2099-12-31,
deg.C,0,CPRD_Units,deg.C,586323,UCUM,1970-01-01,2099-12-31,
360,0,CPRD_Units,360,0,None,1970-01-01,2099-12-31,
1 week,0,CPRD_Units,1 week,0,None,1970-01-01,2099-12-31,
1150,0,CPRD_Units,1150,0,None,1970-01-01,2099-12-31,
(Unknown),0,CPRD_Units,(Unknown),0,None,1970-01-01,2099-12-31,
ml/min/1.73 m2,0,CPRD_Units,ml/min/1.73 m2,9117,UCUM,1970-01-01,2099-12-31,
384,0,CPRD_Units,384,0,None,1970-01-01,2099-12-31,
nmol/24 hrs,0,CPRD_Units,nmol/24 hrs,0,None,1970-01-01,2099-12-31,
ml/min (cor),0,CPRD_Units,ml/min (cor),0,None,1970-01-01,2099-12-31,
1698,0,CPRD_Units,1698,0,None,1970-01-01,2099-12-31,
ug/g,0,CPRD_Units,ug/g,0,None,1970-01-01,2099-12-31,
391,0,CPRD_Units,391,0,None,1970-01-01,2099-12-31,
1346,0,CPRD_Units,1346,0,None,1970-01-01,2099-12-31,
Atks/Yr,0,CPRD_Units,Atks/Yr,0,None,1970-01-01,2099-12-31,
Yrs,0,CPRD_Units,Yrs,9448,UCUM,1970-01-01,2099-12-31,
267,0,CPRD_Units,267,0,None,1970-01-01,2099-12-31,
1210,0,CPRD_Units,1210,0,None,1970-01-01,2099-12-31,
g/week,0,CPRD_Units,g/week,44777595,UCUM,1970-01-01,2099-12-31,
1276,0,CPRD_Units,1276,0,None,1970-01-01,2099-12-31,
#G ( )/L,0,CPRD_Units,#G ( )/L,0,None,1970-01-01,2099-12-31,
mm in 1 hour,0,CPRD_Units,mm in 1 hour,0,None,1970-01-01,2099-12-31,
nmol/mmol creat,0,CPRD_Units,nmol/mmol creat,0,None,1970-01-01,2099-12-31,
3,0,CPRD_Units,3,0,None,1970-01-01,2099-12-31,
\\meddata\\s6000\\document\\Apollo\\2010\\OCT\\SCAN2879.T,0,CPRD_Units,\\meddata\\s6000\\document\\Apollo\\2010\\OCT\\SCAN2879.T,0,None,1970-01-01,2099-12-31,
64,0,CPRD_Units,64,0,None,1970-01-01,2099-12-31,
18.5-24.9,0,CPRD_Units,18.5-24.9,0,None,1970-01-01,2099-12-31,
1883,0,CPRD_Units,1883,0,None,1970-01-01,2099-12-31,
units=*,0,CPRD_Units,units=*,0,None,1970-01-01,2099-12-31,
mU/mL,0,CPRD_Units,mU/mL,0,None,1970-01-01,2099-12-31,
msec,0,CPRD_Units,msec,0,None,1970-01-01,2099-12-31,
week,0,CPRD_Units,week,8511,UCUM,1970-01-01,2099-12-31,
653,0,CPRD_Units,653,0,None,1970-01-01,2099-12-31,
231,0,CPRD_Units,231,0,None,1970-01-01,2099-12-31,
mPa.s.,0,CPRD_Units,mPa.s.,0,None,1970-01-01,2099-12-31,
Bodansky,0,CPRD_Units,Bodansky,9262,UCUM,1970-01-01,2099-12-31,
\\meddata\\s6000\\document\\Apollo\\2011\\MAR\\SCAN3009.T,0,CPRD_Units,\\meddata\\s6000\\document\\Apollo\\2011\\MAR\\SCAN3009.T,0,None,1970-01-01,2099-12-31,
455,0,CPRD_Units,455,0,None,1970-01-01,2099-12-31,
2050,0,CPRD_Units,2050,0,None,1970-01-01,2099-12-31,
microgram/g,0,CPRD_Units,microgram/g,0,None,1970-01-01,2099-12-31,
193,0,CPRD_Units,193,0,None,1970-01-01,2099-12-31,
10*9/mL,0,CPRD_Units,10*9/mL,9445,UCUM,1970-01-01,2099-12-31,
mmol/m,0,CPRD_Units,mmol/m,0,None,1970-01-01,2099-12-31,
436,0,CPRD_Units,436,0,None,1970-01-01,2099-12-31,
211,0,CPRD_Units,211,0,None,1970-01-01,2099-12-31,
mol,0,CPRD_Units,mol,0,None,1970-01-01,2099-12-31,
cig/day,0,CPRD_Units,cig/day,0,None,1970-01-01,2099-12-31,
MCMOL/L,0,CPRD_Units,MCMOL/L,0,None,1970-01-01,2099-12-31,
umol/mol{Hb},0,CPRD_Units,umol/mol{Hb},0,None,1970-01-01,2099-12-31,
295,0,CPRD_Units,295,0,None,1970-01-01,2099-12-31,
542,0,CPRD_Units,542,0,None,1970-01-01,2099-12-31,
/30,0,CPRD_Units,/30,0,None,1970-01-01,2099-12-31,
mls/week,0,CPRD_Units,mls/week,0,None,1970-01-01,2099-12-31,
nmol/gHb/hr,0,CPRD_Units,nmol/gHb/hr,0,None,1970-01-01,2099-12-31,
315,0,CPRD_Units,315,0,None,1970-01-01,2099-12-31,
mmol/mmol,0,CPRD_Units,mmol/mmol,0,None,1970-01-01,2099-12-31,
nanograms/ml,0,CPRD_Units,nanograms/ml,0,None,1970-01-01,2099-12-31,
mm/1st Hr,0,CPRD_Units,mm/1st Hr,0,None,1970-01-01,2099-12-31,
oCel,0,CPRD_Units,oCel,0,None,1970-01-01,2099-12-31,
Days/Month,0,CPRD_Units,Days/Month,0,None,1970-01-01,2099-12-31,
254,0,CPRD_Units,254,0,None,1970-01-01,2099-12-31,
\\meddata\\s6000\\document\\Apollo\\2012\\DEC\\SCAN7807.A,0,CPRD_Units,\\meddata\\s6000\\document\\Apollo\\2012\\DEC\\SCAN7807.A,0,None,1970-01-01,2099-12-31,
mml/L,0,CPRD_Units,mml/L,0,None,1970-01-01,2099-12-31,
0-1,0,CPRD_Units,0-1,0,None,1970-01-01,2099-12-31,
\\meddata\\s6000\\document\\Apollo\\2013\\FEB\\311923.TIF,0,CPRD_Units,\\meddata\\s6000\\document\\Apollo\\2013\\FEB\\311923.TIF,0,None,1970-01-01,2099-12-31,
umol/24hr,0,CPRD_Units,umol/24hr,0,None,1970-01-01,2099-12-31,
264,0,CPRD_Units,264,0,None,1970-01-01,2099-12-31,
#M ( )/L,0,CPRD_Units,#M ( )/L,0,None,1970-01-01,2099-12-31,
seconds,0,CPRD_Units,seconds,9212,UCUM,1970-01-01,2099-12-31,
10'12/l,0,CPRD_Units,10'12/l,0,None,1970-01-01,2099-12-31,
272,0,CPRD_Units,272,0,None,1970-01-01,2099-12-31,
10*3/mL,0,CPRD_Units,10*3/mL,0,None,1970-01-01,2099-12-31,
KUa/L,0,CPRD_Units,KUa/L,0,None,1970-01-01,2099-12-31,
[GPL'U]/ml,0,CPRD_Units,[GPL'U]/ml,0,None,1970-01-01,2099-12-31,
Out of 40,0,CPRD_Units,Out of 40,0,None,1970-01-01,2099-12-31,
",",0,CPRD_Units,",",0,None,1970-01-01,2099-12-31,
MICRO UNITS/L,0,CPRD_Units,MICRO UNITS/L,0,None,1970-01-01,2099-12-31,
u/dl,0,CPRD_Units,u/dl,0,None,1970-01-01,2099-12-31,
10/9 l(.759%),0,CPRD_Units,10/9 l(.759%),0,None,1970-01-01,2099-12-31,
896,0,CPRD_Units,896,0,None,1970-01-01,2099-12-31,
KA/dL,0,CPRD_Units,KA/dL,0,None,1970-01-01,2099-12-31,
second,0,CPRD_Units,second,9212,UCUM,1970-01-01,2099-12-31,
iu/10*12 Rbc,0,CPRD_Units,iu/10*12 Rbc,0,None,1970-01-01,2099-12-31,
10/9 l(32.9%),0,CPRD_Units,10/9 l(32.9%),0,None,1970-01-01,2099-12-31,
918,0,CPRD_Units,918,0,None,1970-01-01,2099-12-31,
points,0,CPRD_Units,points,0,None,1970-01-01,2099-12-31,
PHQ,0,CPRD_Units,PHQ,0,None,1970-01-01,2099-12-31,
kosm/L,0,CPRD_Units,kosm/L,0,None,1970-01-01,2099-12-31,
785,0,CPRD_Units,785,0,None,1970-01-01,2099-12-31,
