source_code	source_concept_id	source_vocabulary_id	source_code_description	target_concept_id	target_vocabulary_id	valid_start_date	valid_end_date	invalid_reason
250250000050000	0	JNJ_PMR_DRUG_CHRG_CD	ABCIXIMAB, REOPRO VL 10MG 5ML	19022532	RxNorm	1970-01-01	2099-12-31	
250250000060000	0	JNJ_PMR_DRUG_CHRG_CD	ACARBOSE, PRECOSE TAB 100MG	0	None	1970-01-01	2099-12-31	
250250000070000	0	JNJ_PMR_DRUG_CHRG_CD	ACARBOSE, PRECOSE TAB 50MG	19021786	RxNorm	1970-01-01	2099-12-31	
250250000080000	0	JNJ_PMR_DRUG_CHRG_CD	ACEBUTOLOL, SECTRAL CAP 200MG	40223171	RxNorm	1970-01-01	2023-01-20	D
250250000080000	0	JNJ_PMR_DRUG_CHRG_CD	ACEBUTOLOL, SECTRAL CAP 200MG	1319998	RxNorm	2023-01-20	2099-12-31	
250250000090000	0	JNJ_PMR_DRUG_CHRG_CD	ACEBUTOLOL, SECTRAL CAP 400MG	0	None	1970-01-01	2099-12-31	
250250000100000	0	JNJ_PMR_DRUG_CHRG_CD	0.45% NACL IRRIG 2000ML	967823	RxNorm	1970-01-01	2099-12-31	
250250000110000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAMIN/BUT, PHRENILIN TAB 325/50MG	0	None	1970-01-01	2099-12-31	
250250000120000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAMIN/CAFF/BUT, FIORICET TAB 325/40/50MG	19030386	RxNorm	1970-01-01	2099-12-31	
250250000130000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAMIN/CAFF/BUT, FIORICET/COD CAP 325/40/50/30MG	0	None	1970-01-01	2099-12-31	
250250000140000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAMIN/COD, PHENAPHEN #2 CAP 325/15MG	0	None	1970-01-01	2099-12-31	
250250000150000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAMIN/COD, PHENAPHEN #3 CAP 325/30MG	40221948	RxNorm	1970-01-01	2099-12-31	
250250000160000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAMIN/COD, PHENAPHEN #4 CAP 325/60MG	0	None	1970-01-01	2099-12-31	
250250000170000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAMIN/COD, TYLENOL #2 TAB 300/15MG	0	None	1970-01-01	2099-12-31	
250250000180000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAMIN/COD, TYLENOL #3 TAB 300/30MG	0	None	1970-01-01	2099-12-31	
250250000190000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAMIN/COD, TYLENOL #4 TAB 300/60MG	0	None	1970-01-01	2099-12-31	
250250000200000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAMIN/COD, TYLENOL/COD ELX 10ML	0	None	1970-01-01	2099-12-31	
250250000210000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAMIN/COD, TYLENOL/COD ELX 12.5ML	0	None	1970-01-01	2099-12-31	
250250000220000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAMIN/COD, TYLENOL/COD ELX 120ML	0	None	1970-01-01	2099-12-31	
250250000230000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAMIN/COD, TYLENOL/COD ELX 15ML	0	None	1970-01-01	2099-12-31	
250250000240000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAMIN/COD, TYLENOL/COD ELX 30ML	0	None	1970-01-01	2099-12-31	
250250000250000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAMIN/COD, TYLENOL/COD ELX 5ML	0	None	1970-01-01	2099-12-31	
250250000260000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAMIN/CAFF/BUT, ESGIC + TAB 500/40/50MG	0	None	1970-01-01	2099-12-31	
250250000270000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAMIN/COD, TYLENOL/COD ELX 60ML	0	None	1970-01-01	2099-12-31	
250250000280000	0	JNJ_PMR_DRUG_CHRG_CD	CANDESARTAN, ATACAND TAB 4MG	40095734	RxNorm	1970-01-01	2099-12-31	
250250000290000	0	JNJ_PMR_DRUG_CHRG_CD	CANDESARTAN, ATACAND TAB 8MG	40095734	RxNorm	1970-01-01	2099-12-31	
250250000300000	0	JNJ_PMR_DRUG_CHRG_CD	CANDESARTAN, ATACAND TAB 16MG	40095734	RxNorm	1970-01-01	2099-12-31	
250250000310000	0	JNJ_PMR_DRUG_CHRG_CD	CANDESARTAN, ATACAND TAB 32MG	40095734	RxNorm	1970-01-01	2099-12-31	
250250000330000	0	JNJ_PMR_DRUG_CHRG_CD	0.9% NACL IRRIG 1000ML	0	None	1970-01-01	2099-12-31	
250250000340000	0	JNJ_PMR_DRUG_CHRG_CD	0.9% NACL IRRIG 2000ML	967823	RxNorm	1970-01-01	2099-12-31	
250250000350000	0	JNJ_PMR_DRUG_CHRG_CD	0.9% NACL IRRIG 3000ML	0	None	1970-01-01	2099-12-31	
250250000360000	0	JNJ_PMR_DRUG_CHRG_CD	0.9% NACL IRRIG 5000ML	967823	RxNorm	1970-01-01	2099-12-31	
250250000370000	0	JNJ_PMR_DRUG_CHRG_CD	0.9% NACL IRRIG BTL 1000ML	0	None	1970-01-01	2099-12-31	
250250000380000	0	JNJ_PMR_DRUG_CHRG_CD	0.9% NACL IRRIG BTL 1500ML	967823	RxNorm	1970-01-01	2099-12-31	
250250000390000	0	JNJ_PMR_DRUG_CHRG_CD	0.9% NACL IRRIG BTL 500ML	967823	RxNorm	1970-01-01	2099-12-31	
250250000400000	0	JNJ_PMR_DRUG_CHRG_CD	ACETIC ACID IRRIG 500ML	0	None	1970-01-01	2099-12-31	
250250000590000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAZOLAMIDE, DIAMOX SR CAP 500MG	40167830	RxNorm	1970-01-01	2099-12-31	
250250000600000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAZOLAMIDE, DIAMOX TAB 125MG	0	None	1970-01-01	2099-12-31	
250250000610000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAZOLAMIDE, DIAMOX TAB 250MG	19021495	RxNorm	1970-01-01	2099-12-31	
250250000620000	0	JNJ_PMR_DRUG_CHRG_CD	ACETAZOLAMIDE, DIAMOX VL 500MG	40167830	RxNorm	1970-01-01	2099-12-31	
250250000630000	0	JNJ_PMR_DRUG_CHRG_CD	ACETIC ACID GLACIAL 480ML	0	None	1970-01-01	2099-12-31	
250250000640000	0	JNJ_PMR_DRUG_CHRG_CD	ACETIC ACID IRRIG 1000ML	40004901	RxNorm	1970-01-01	2099-12-31	
250250000650000	0	JNJ_PMR_DRUG_CHRG_CD	ACETIC ACID IRRIG 100ML	0	None	1970-01-01	2099-12-31	
250250000660000	0	JNJ_PMR_DRUG_CHRG_CD	ACETIC ACID IRRIG 250ML	0	None	1970-01-01	2099-12-31	
250250000670000	0	JNJ_PMR_DRUG_CHRG_CD	ACETIC ACID, VOSOL OTIC SOL 15ML	0	None	1970-01-01	2099-12-31	
250250000680000	0	JNJ_PMR_DRUG_CHRG_CD	ACETIC ACID, VOSOL OTIC SOL 30ML	0	None	1970-01-01	2099-12-31	
250250000690000	0	JNJ_PMR_DRUG_CHRG_CD	ACETIC ACID, VOSOL OTIC SOL 60ML	0	None	1970-01-01	2099-12-31	
250250000700000	0	JNJ_PMR_DRUG_CHRG_CD	ACETIC ACID/ALUM ACET, DOMEBORO OTIC DRPS 60ML	0	None	1970-01-01	2099-12-31	
250250000710000	0	JNJ_PMR_DRUG_CHRG_CD	ACETIC ACID/HC, VOSOL HC OTIC SOL 10ML	0	None	1970-01-01	2099-12-31	
