source_code	source_concept_id	source_vocabulary_id	source_code_description	target_concept_id	target_vocabulary_id	valid_start_date	valid_end_date	invalid_reason
Adenovirus DNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	0	JNJ_PMR_LAB_RES	Adenovirus DNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	3032682	LOINC	1970-01-01	2099-12-31	
Bacteria identified:Prid:Pt:Bld:Nom:Aerobic culture	0	JNJ_PMR_LAB_RES	Bacteria identified:Prid:Pt:Bld:Nom:Aerobic culture	3014398	LOINC	1970-01-01	2099-12-31	
Bacteria identified:Prid:Pt:Bld:Nom:Culture	0	JNJ_PMR_LAB_RES	Bacteria identified:Prid:Pt:Bld:Nom:Culture	3023368	LOINC	1970-01-01	2099-12-31	
Bacteria identified:Prid:Pt:Body fld:Nom:Culture	0	JNJ_PMR_LAB_RES	Bacteria identified:Prid:Pt:Body fld:Nom:Culture	3016727	LOINC	1970-01-01	2099-12-31	
Bacteria identified:Prid:Pt:Sputum:Nom:Culture	0	JNJ_PMR_LAB_RES	Bacteria identified:Prid:Pt:Sputum:Nom:Culture	3023419	LOINC	1970-01-01	2099-12-31	
Bacteria identified:Prid:Pt:Sputum:Nom:Respiratory culture	0	JNJ_PMR_LAB_RES	Bacteria identified:Prid:Pt:Sputum:Nom:Respiratory culture	3025099	LOINC	1970-01-01	2099-12-31	
Bacteria identified:Prid:Pt:Stool:Nom:Culture	0	JNJ_PMR_LAB_RES	Bacteria identified:Prid:Pt:Stool:Nom:Culture	3025941	LOINC	1970-01-01	2099-12-31	
Bacteria identified:Prid:Pt:Thrt:Nom:Culture	0	JNJ_PMR_LAB_RES	Bacteria identified:Prid:Pt:Thrt:Nom:Culture	3012475	LOINC	1970-01-01	2099-12-31	
Bacteria identified:Prid:Pt:Urine:Nom:Culture	0	JNJ_PMR_LAB_RES	Bacteria identified:Prid:Pt:Urine:Nom:Culture	3026008	LOINC	1970-01-01	2099-12-31	
Bacteria identified:Prid:Pt:Wound:Nom:Aerobic culture	0	JNJ_PMR_LAB_RES	Bacteria identified:Prid:Pt:Wound:Nom:Aerobic culture	3013146	LOINC	1970-01-01	2099-12-31	
Bacteria identified:Prid:Pt:Wound:Nom:Culture	0	JNJ_PMR_LAB_RES	Bacteria identified:Prid:Pt:Wound:Nom:Culture	3003714	LOINC	1970-01-01	2099-12-31	
Bacteria identified:Prid:Pt:XXX:Nom:Anaerobic+Aerobic culture	0	JNJ_PMR_LAB_RES	Bacteria identified:Prid:Pt:XXX:Nom:Anaerobic+Aerobic culture	3024447	LOINC	1970-01-01	2099-12-31	
Bacteria identified:Prid:Pt:XXX:Nom:Anaerobic culture	0	JNJ_PMR_LAB_RES	Bacteria identified:Prid:Pt:XXX:Nom:Anaerobic culture	3011298	LOINC	1970-01-01	2099-12-31	
Bacteria identified:Prid:Pt:XXX:Nom:Culture	0	JNJ_PMR_LAB_RES	Bacteria identified:Prid:Pt:XXX:Nom:Culture	3002619	LOINC	1970-01-01	2099-12-31	
Bacteria identified:Prid:Pt:XXX:Nom:Respiratory culture	0	JNJ_PMR_LAB_RES	Bacteria identified:Prid:Pt:XXX:Nom:Respiratory culture	3023764	LOINC	1970-01-01	2099-12-31	
Bordetella parapertussis DNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	0	JNJ_PMR_LAB_RES	Bordetella parapertussis DNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	3037875	LOINC	1970-01-01	2099-12-31	
Bordetella pertussis DNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	0	JNJ_PMR_LAB_RES	Bordetella pertussis DNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	3037875	LOINC	1970-01-01	2099-12-31	
Chlamydia sp DNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	0	JNJ_PMR_LAB_RES	Chlamydia sp DNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	3034878	LOINC	1970-01-01	2099-12-31	
Chlamydia trachomatis DNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	0	JNJ_PMR_LAB_RES	Chlamydia trachomatis DNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	3044125	LOINC	1970-01-01	2099-12-31	
Chlamydia trachomatis DNA assay	0	JNJ_PMR_LAB_RES	Chlamydia trachomatis DNA assay	4044979	SNOMED	1970-01-01	2099-12-31	
Chlamydophila pneumoniae DNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	0	JNJ_PMR_LAB_RES	Chlamydophila pneumoniae DNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	3031478	LOINC	1970-01-01	2099-12-31	
Clostridium difficile toxin A+B:ACnc:Pt:Stool:Ord	0	JNJ_PMR_LAB_RES	Clostridium difficile toxin A+B:ACnc:Pt:Stool:Ord	3032068	LOINC	1970-01-01	2099-12-31	
Clue cells:ACnc:Pt:XXX:Ord:Wet preparation	0	JNJ_PMR_LAB_RES	Clue cells:ACnc:Pt:XXX:Ord:Wet preparation	3047152	LOINC	1970-01-01	2099-12-31	
Fluid:Type:Pt:Body fld:Nom	0	JNJ_PMR_LAB_RES	Fluid:Type:Pt:Body fld:Nom	3020845	LOINC	1970-01-01	2099-12-31	
Fungus identified:Prid:Pt:XXX:Nom:Culture	0	JNJ_PMR_LAB_RES	Fungus identified:Prid:Pt:XXX:Nom:Culture	3000494	LOINC	1970-01-01	2099-12-31	
Hepatitis A virus Ab.IgM:ACnc:Pt:Ser:Ord	0	JNJ_PMR_LAB_RES	Hepatitis A virus Ab.IgM:ACnc:Pt:Ser:Ord	3016650	LOINC	1970-01-01	2099-12-31	
Hepatitis B virus core Ab:ACnc:Pt:Ser:Ord	0	JNJ_PMR_LAB_RES	Hepatitis B virus core Ab:ACnc:Pt:Ser:Ord	3021879	LOINC	1970-01-01	2099-12-31	
Hepatitis B virus core Ab.IgM:ACnc:Pt:Ser:Ord	0	JNJ_PMR_LAB_RES	Hepatitis B virus core Ab.IgM:ACnc:Pt:Ser:Ord	3021879	LOINC	1970-01-01	2099-12-31	
Hepatitis B virus surface Ab:ACnc:Pt:Ser:Qn	0	JNJ_PMR_LAB_RES	Hepatitis B virus surface Ab:ACnc:Pt:Ser:Qn	4318957	SNOMED	1970-01-01	2025-09-05	D
Hepatitis B virus surface Ab:ACnc:Pt:Ser:Qn	0	JNJ_PMR_LAB_RES	Hepatitis B virus surface Ab:ACnc:Pt:Ser:Qn	528323	RxNorm	2025-09-05	2099-12-31	
Hepatitis B virus surface Ab:ACnc:Pt:Ser:Qn:EIA	0	JNJ_PMR_LAB_RES	Hepatitis B virus surface Ab:ACnc:Pt:Ser:Qn:EIA	3006453	LOINC	1970-01-01	2099-12-31	
Hepatitis B virus surface Ag:ACnc:Pt:Ser:Ord	0	JNJ_PMR_LAB_RES	Hepatitis B virus surface Ag:ACnc:Pt:Ser:Ord	3016650	LOINC	1970-01-01	2099-12-31	
Hepatitis B virus surface Ag:ACnc:Pt:Ser:Ord:EIA	0	JNJ_PMR_LAB_RES	Hepatitis B virus surface Ag:ACnc:Pt:Ser:Ord:EIA	3019284	LOINC	1970-01-01	2099-12-31	
Hepatitis C virus Ab:ACnc:Pt:Ser:Ord	0	JNJ_PMR_LAB_RES	Hepatitis C virus Ab:ACnc:Pt:Ser:Ord	3017143	LOINC	1970-01-01	2099-12-31	
Hepatitis C virus Ab:ACnc:Pt:Ser:Ord:EIA	0	JNJ_PMR_LAB_RES	Hepatitis C virus Ab:ACnc:Pt:Ser:Ord:EIA	3017143	LOINC	1970-01-01	2099-12-31	
Hepatitis C virus RNA:ACnc:Pt:Ser/Plas:Qn:Probe.amp.tar	0	JNJ_PMR_LAB_RES	Hepatitis C virus RNA:ACnc:Pt:Ser/Plas:Qn:Probe.amp.tar	3049213	LOINC	1970-01-01	2099-12-31	
HIV 1+2 Ab:ACnc:Pt:Ser:Ord	0	JNJ_PMR_LAB_RES	HIV 1+2 Ab:ACnc:Pt:Ser:Ord	3011325	LOINC	1970-01-01	2099-12-31	
Human coronavirus 229E Ag:ACnc:Pt:XXX:Ord:IF	0	JNJ_PMR_LAB_RES	Human coronavirus 229E Ag:ACnc:Pt:XXX:Ord:IF	3042457	LOINC	1970-01-01	2099-12-31	
Human coronavirus 229E RNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	0	JNJ_PMR_LAB_RES	Human coronavirus 229E RNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	3041642	LOINC	1970-01-01	2099-12-31	
Human coronavirus 229E RNA:PrThr:Pt:Nph:Ord:Non-probe.amp.tar	0	JNJ_PMR_LAB_RES	Human coronavirus 229E RNA:PrThr:Pt:Nph:Ord:Non-probe.amp.tar	21493147	LOINC	1970-01-01	2099-12-31	
Human coronavirus HKU1 RNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	0	JNJ_PMR_LAB_RES	Human coronavirus HKU1 RNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	40765160	LOINC	1970-01-01	2099-12-31	
Human coronavirus HKU1 RNA:PrThr:Pt:Nph:Ord:Non-probe.amp.tar	0	JNJ_PMR_LAB_RES	Human coronavirus HKU1 RNA:PrThr:Pt:Nph:Ord:Non-probe.amp.tar	21493330	LOINC	1970-01-01	2099-12-31	
Human coronavirus NL63 RNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	0	JNJ_PMR_LAB_RES	Human coronavirus NL63 RNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	3040359	LOINC	1970-01-01	2099-12-31	
Human coronavirus NL63 RNA:PrThr:Pt:Nph:Ord:Non-probe.amp.tar	0	JNJ_PMR_LAB_RES	Human coronavirus NL63 RNA:PrThr:Pt:Nph:Ord:Non-probe.amp.tar	21493331	LOINC	1970-01-01	2099-12-31	
Human coronavirus OC43 Ag:ACnc:Pt:XXX:Ord:IF	0	JNJ_PMR_LAB_RES	Human coronavirus OC43 Ag:ACnc:Pt:XXX:Ord:IF	3043975	LOINC	1970-01-01	2099-12-31	
Human coronavirus OC43 RNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	0	JNJ_PMR_LAB_RES	Human coronavirus OC43 RNA:ACnc:Pt:XXX:Ord:Probe.amp.tar	3038546	LOINC	1970-01-01	2099-12-31	
Human coronavirus OC43 RNA:PrThr:Pt:Nph:Ord:Non-probe.amp.tar	0	JNJ_PMR_LAB_RES	Human coronavirus OC43 RNA:PrThr:Pt:Nph:Ord:Non-probe.amp.tar	21493148	LOINC	1970-01-01	2099-12-31	
