source_code	source_concept_id	source_vocabulary_id	source_code_description	target_concept_id	target_vocabulary_id	valid_start_date	valid_end_date	invalid_reason
0.2% Glyceryl Trinitrate	0	JNJ_Symphony_UC_Drug	0.2% Glyceryl Trinitrate	0	None	1970-01-01	2099-12-31	
0.2% nitroglycerin/ 5% lidocaine/ 2mg/gram diazepam	0	JNJ_Symphony_UC_Drug	0.2% nitroglycerin/ 5% lidocaine/ 2mg/gram diazepam	0	None	1970-01-01	2099-12-31	
"""0.5 ML FLU / HEP B (PED/ADOL, 3 DOSE)"""	0	JNJ_Symphony_UC_Drug	"""0.5 ML FLU / HEP B (PED/ADOL, 3 DOSE)"""	0	None	1970-01-01	2099-12-31	
12 Hour Cold 120 MG TB12	0	JNJ_Symphony_UC_Drug	12 Hour Cold 120 MG TB12	0	None	1970-01-01	2099-12-31	
17-Alpha-hydroxyprogesterone caproate 250mg IM	0	JNJ_Symphony_UC_Drug	17-Alpha-hydroxyprogesterone caproate 250mg IM	0	None	1970-01-01	2099-12-31	
17-P Alphahydroxyprogesterone Caproate	0	JNJ_Symphony_UC_Drug	17-P Alphahydroxyprogesterone Caproate	0	None	1970-01-01	2099-12-31	
17P Compounded	0	JNJ_Symphony_UC_Drug	17P Compounded	0	None	1970-01-01	2099-12-31	
18fr catheter with 5cc bulb	0	JNJ_Symphony_UC_Drug	18fr catheter with 5cc bulb	0	None	1970-01-01	2099-12-31	
1st Tier Unifine Pentips	0	JNJ_Symphony_UC_Drug	1st Tier Unifine Pentips	0	None	1970-01-01	2099-12-31	
1st Tier Unifine Pentips 31G X 5 MM Miscellaneous	0	JNJ_Symphony_UC_Drug	1st Tier Unifine Pentips 31G X 5 MM Miscellaneous	0	None	1970-01-01	2099-12-31	
1st Tier Unifine Pentips 32G X 4 MM Miscellaneous	0	JNJ_Symphony_UC_Drug	1st Tier Unifine Pentips 32G X 4 MM Miscellaneous	0	None	1970-01-01	2099-12-31	
1st Tier Unifine Pentips Plus	0	JNJ_Symphony_UC_Drug	1st Tier Unifine Pentips Plus	0	None	1970-01-01	2099-12-31	
1st Tier Unifine Pentips Plus 31G X 5 MM Miscellaneous	0	JNJ_Symphony_UC_Drug	1st Tier Unifine Pentips Plus 31G X 5 MM Miscellaneous	0	None	1970-01-01	2099-12-31	
1st Tier Unifine Pentips Plus 31G X 8 MM	0	JNJ_Symphony_UC_Drug	1st Tier Unifine Pentips Plus 31G X 8 MM	0	None	1970-01-01	2099-12-31	
1st Tier Unifine Pentips Plus 31G X 8 MM Miscellaneous	0	JNJ_Symphony_UC_Drug	1st Tier Unifine Pentips Plus 31G X 8 MM Miscellaneous	0	None	1970-01-01	2099-12-31	
1st Tier Unifine Pentips Plus 32G X 4 MM	0	JNJ_Symphony_UC_Drug	1st Tier Unifine Pentips Plus 32G X 4 MM	0	None	1970-01-01	2099-12-31	
1st Tier Unifine Pentips Plus 32G X 4 MM Miscellaneous	0	JNJ_Symphony_UC_Drug	1st Tier Unifine Pentips Plus 32G X 4 MM Miscellaneous	0	None	1970-01-01	2099-12-31	
2016 HEPATITIS B	0	JNJ_Symphony_UC_Drug	2016 HEPATITIS B	0	None	1970-01-01	2099-12-31	
250ml NSS IV solution for infusion with remicade.	0	JNJ_Symphony_UC_Drug	250ml NSS IV solution for infusion with remicade.	0	None	1970-01-01	2099-12-31	
2-Deoxy-D-Glucose	0	JNJ_Symphony_UC_Drug	2-Deoxy-D-Glucose	0	None	1970-01-01	2099-12-31	
#31 Formula - Testosterone Replacement Therapy (TRT)	0	JNJ_Symphony_UC_Drug	#31 Formula - Testosterone Replacement Therapy (TRT)	0	None	1970-01-01	2099-12-31	
340B TD	0	JNJ_Symphony_UC_Drug	340B TD	0	None	1970-01-01	2099-12-31	
#3 Formula - Ketamine 10%+Gaba 6%+Amitriptyline 2%+Baclofen 2%+Cyclo 2%+Diclo 3%+Lido 5%	0	JNJ_Symphony_UC_Drug	#3 Formula - Ketamine 10%+Gaba 6%+Amitriptyline 2%+Baclofen 2%+Cyclo 2%+Diclo 3%+Lido 5%	0	None	1970-01-01	2099-12-31	
3-in-1 Bedside Toilet Miscellaneous	0	JNJ_Symphony_UC_Drug	3-in-1 Bedside Toilet Miscellaneous	0	None	1970-01-01	2099-12-31	
3M No Sting Skin Protectant	0	JNJ_Symphony_UC_Drug	3M No Sting Skin Protectant	0	None	1970-01-01	2099-12-31	
4-Aminopyridine	0	JNJ_Symphony_UC_Drug	4-Aminopyridine	0	None	1970-01-01	2099-12-31	
4-Aminopyridine Powder	0	JNJ_Symphony_UC_Drug	4-Aminopyridine Powder	0	None	1970-01-01	2099-12-31	
4-Way Nasal Spray 0.05 % Nasal Solution	0	JNJ_Symphony_UC_Drug	4-Way Nasal Spray 0.05 % Nasal Solution	0	None	1970-01-01	2099-12-31	
4X Probiotic	0	JNJ_Symphony_UC_Drug	4X Probiotic	0	None	1970-01-01	2099-12-31	
4X Probiotic Oral Tablet	0	JNJ_Symphony_UC_Drug	4X Probiotic Oral Tablet	0	None	1970-01-01	2099-12-31	
4X Probiotic TABS	0	JNJ_Symphony_UC_Drug	4X Probiotic TABS	0	None	1970-01-01	2099-12-31	
50+ Adult Eye Health Oral Capsule	0	JNJ_Symphony_UC_Drug	50+ Adult Eye Health Oral Capsule	0	None	1970-01-01	2099-12-31	
5-Fluorouracil Powder	0	JNJ_Symphony_UC_Drug	5-Fluorouracil Powder	0	None	1970-01-01	2099-12-31	
#5 Formula - Diclofenac 3% + Gabapentin 6% + Lidocaine 2% + Prilocaine 2%	0	JNJ_Symphony_UC_Drug	#5 Formula - Diclofenac 3% + Gabapentin 6% + Lidocaine 2% + Prilocaine 2%	0	None	1970-01-01	2099-12-31	
#5 Formula - Diclofenac 3% + Gabapentin 6% + Lidocaine 2% + Prilocaine 2% - Apply 1-2gm to affected area TID-QID	0	JNJ_Symphony_UC_Drug	#5 Formula - Diclofenac 3% + Gabapentin 6% + Lidocaine 2% + Prilocaine 2% - Apply 1-2gm to affected area TID-QID	0	None	1970-01-01	2099-12-31	
5 HTP 50 mg	0	JNJ_Symphony_UC_Drug	5 HTP 50 mg	0	None	1970-01-01	2099-12-31	
5-HTP CAPS	0	JNJ_Symphony_UC_Drug	5-HTP CAPS	0	None	1970-01-01	2099-12-31	
5-HTP Oral Capsule	0	JNJ_Symphony_UC_Drug	5-HTP Oral Capsule	0	None	1970-01-01	2099-12-31	
5-HTP Tryptophan	0	JNJ_Symphony_UC_Drug	5-HTP Tryptophan	0	None	1970-01-01	2099-12-31	
5-HTP Tryptophan 50 MG Oral Tablet	0	JNJ_Symphony_UC_Drug	5-HTP Tryptophan 50 MG Oral Tablet	0	None	1970-01-01	2099-12-31	
5-HTP Tryptophan TABS	0	JNJ_Symphony_UC_Drug	5-HTP Tryptophan TABS	0	None	1970-01-01	2099-12-31	
5-MTHF 1 MG Oral Capsule	0	JNJ_Symphony_UC_Drug	5-MTHF 1 MG Oral Capsule	0	None	1970-01-01	2099-12-31	
5 Series BP Monitor Device	0	JNJ_Symphony_UC_Drug	5 Series BP Monitor Device	0	None	1970-01-01	2099-12-31	
6-Medication Adherence Review	0	JNJ_Symphony_UC_Drug	6-Medication Adherence Review	0	None	1970-01-01	2099-12-31	
6-MP	0	JNJ_Symphony_UC_Drug	6-MP	0	None	1970-01-01	2099-12-31	
#7 Formula - XYXY05 3%+Keto 3%+Piroxicam 2%+Gaba 3%+Amitriptyline 2%+Cyclo 2%+Lido 2% - Apply 1-2gm to affected area TID-QID	0	JNJ_Symphony_UC_Drug	#7 Formula - XYXY05 3%+Keto 3%+Piroxicam 2%+Gaba 3%+Amitriptyline 2%+Cyclo 2%+Lido 2% - Apply 1-2gm to affected area TID-QID	0	None	1970-01-01	2099-12-31	
7-Keto DHEA	0	JNJ_Symphony_UC_Drug	7-Keto DHEA	0	None	1970-01-01	2099-12-31	
7-Keto DHEA Powder	0	JNJ_Symphony_UC_Drug	7-Keto DHEA Powder	0	None	1970-01-01	2099-12-31	
7-Keto Lean CAPS	0	JNJ_Symphony_UC_Drug	7-Keto Lean CAPS	0	None	1970-01-01	2099-12-31	
#8D Formula - XYXY05 3%+DMSO 10%+Gaba 6%+Amitriptyline 2%+Cyclo 2%+Lidocaine 4% - Apply 1-2gm to affected area TID-QID	0	JNJ_Symphony_UC_Drug	#8D Formula - XYXY05 3%+DMSO 10%+Gaba 6%+Amitriptyline 2%+Cyclo 2%+Lidocaine 4% - Apply 1-2gm to affected area TID-QID	0	None	1970-01-01	2099-12-31	
8 Hour Arthritis Pain Reliever 650 MG Oral Tablet Extended Release	0	JNJ_Symphony_UC_Drug	8 Hour Arthritis Pain Reliever 650 MG Oral Tablet Extended Release	0	None	1970-01-01	2099-12-31	
A1 Compound Cream	0	JNJ_Symphony_UC_Drug	A1 Compound Cream	0	None	1970-01-01	2099-12-31	
A-4 High Compression Mens Hose	0	JNJ_Symphony_UC_Drug	A-4 High Compression Mens Hose	0	None	1970-01-01	2099-12-31	
A-4 High Compression Mens Hose Miscellaneous	0	JNJ_Symphony_UC_Drug	A-4 High Compression Mens Hose Miscellaneous	0	None	1970-01-01	2099-12-31	
Abacavir Sulfate-Lamivudine	0	JNJ_Symphony_UC_Drug	Abacavir Sulfate-Lamivudine	0	None	1970-01-01	2099-12-31	
Abacavir Sulfate-Lamivudine 600-300 MG Oral Tablet	0	JNJ_Symphony_UC_Drug	Abacavir Sulfate-Lamivudine 600-300 MG Oral Tablet	0	None	1970-01-01	2099-12-31	
Abatrace Oral Capsule	0	JNJ_Symphony_UC_Drug	Abatrace Oral Capsule	0	None	1970-01-01	2099-12-31	
Abdominal Binder/Elastic 2XL Miscellaneous	0	JNJ_Symphony_UC_Drug	Abdominal Binder/Elastic 2XL Miscellaneous	0	None	1970-01-01	2099-12-31	
Abdominal Binder/Elastic 3XL	0	JNJ_Symphony_UC_Drug	Abdominal Binder/Elastic 3XL	0	None	1970-01-01	2099-12-31	
Abdominal Binder/Elastic 3XL Miscellaneous	0	JNJ_Symphony_UC_Drug	Abdominal Binder/Elastic 3XL Miscellaneous	0	None	1970-01-01	2099-12-31	
Abdominal Binder/Elastic Large	0	JNJ_Symphony_UC_Drug	Abdominal Binder/Elastic Large	0	None	1970-01-01	2099-12-31	
Abdominal Binder/Elastic Large Miscellaneous	0	JNJ_Symphony_UC_Drug	Abdominal Binder/Elastic Large Miscellaneous	0	None	1970-01-01	2099-12-31	
Abdominal Binder/Elastic Med	0	JNJ_Symphony_UC_Drug	Abdominal Binder/Elastic Med	0	None	1970-01-01	2099-12-31	
Abdominal Binder/Elastic Med Miscellaneous	0	JNJ_Symphony_UC_Drug	Abdominal Binder/Elastic Med Miscellaneous	0	None	1970-01-01	2099-12-31	
Abdominal Binder/Elastic Small	0	JNJ_Symphony_UC_Drug	Abdominal Binder/Elastic Small	0	None	1970-01-01	2099-12-31	
Abdominal Binder/Elastic Small Miscellaneous	0	JNJ_Symphony_UC_Drug	Abdominal Binder/Elastic Small Miscellaneous	0	None	1970-01-01	2099-12-31	
Abdominal Binder/Elastic XL	0	JNJ_Symphony_UC_Drug	Abdominal Binder/Elastic XL	0	None	1970-01-01	2099-12-31	
Abdominal Binder/Elastic XL Miscellaneous	0	JNJ_Symphony_UC_Drug	Abdominal Binder/Elastic XL Miscellaneous	0	None	1970-01-01	2099-12-31	
Abilify 5 MG Oral Tablet	0	JNJ_Symphony_UC_Drug	Abilify 5 MG Oral Tablet	19102836	RxNorm	1970-01-01	2099-12-31	
Abilify Discmelt	0	JNJ_Symphony_UC_Drug	Abilify Discmelt	0	None	1970-01-01	2099-12-31	
Abilify Maintena 300 MG Intramuscular Suspension Reconstituted	0	JNJ_Symphony_UC_Drug	Abilify Maintena 300 MG Intramuscular Suspension Reconstituted	0	None	1970-01-01	2099-12-31	
Abilify Maintena 400 MG Intramuscular Suspension Reconstituted	0	JNJ_Symphony_UC_Drug	Abilify Maintena 400 MG Intramuscular Suspension Reconstituted	0	None	1970-01-01	2099-12-31	
Abilify TABS	0	JNJ_Symphony_UC_Drug	Abilify TABS	0	None	1970-01-01	2099-12-31	
Absorbase External Ointment	0	JNJ_Symphony_UC_Drug	Absorbase External Ointment	0	None	1970-01-01	2099-12-31	
Abstral 100 MCG Sublingual Tablet Sublingual	0	JNJ_Symphony_UC_Drug	Abstral 100 MCG Sublingual Tablet Sublingual	0	None	1970-01-01	2099-12-31	
Acacia	0	JNJ_Symphony_UC_Drug	Acacia	0	None	1970-01-01	2099-12-31	
Acacia Powder	0	JNJ_Symphony_UC_Drug	Acacia Powder	0	None	1970-01-01	2099-12-31	
Acai 25 MG Oral Capsule	0	JNJ_Symphony_UC_Drug	Acai 25 MG Oral Capsule	0	None	1970-01-01	2099-12-31	
Acai 500 MG Oral Capsule	0	JNJ_Symphony_UC_Drug	Acai 500 MG Oral Capsule	0	None	1970-01-01	2099-12-31	
Acai Berry	0	JNJ_Symphony_UC_Drug	Acai Berry	0	None	1970-01-01	2099-12-31	
Acai Berry 500 MG Oral Capsule	0	JNJ_Symphony_UC_Drug	Acai Berry 500 MG Oral Capsule	0	None	1970-01-01	2099-12-31	
Acai Berry CAPS	0	JNJ_Symphony_UC_Drug	Acai Berry CAPS	0	None	1970-01-01	2099-12-31	
Acai CAPS	0	JNJ_Symphony_UC_Drug	Acai CAPS	0	None	1970-01-01	2099-12-31	
Acamprosate Calcium	0	JNJ_Symphony_UC_Drug	Acamprosate Calcium	0	None	1970-01-01	2099-12-31	
Acanya 1.2-2.5 % External Gel	0	JNJ_Symphony_UC_Drug	Acanya 1.2-2.5 % External Gel	0	None	1970-01-01	2099-12-31	
Acapella	0	JNJ_Symphony_UC_Drug	Acapella	0	None	1970-01-01	2099-12-31	
Acarbose 25 MG Oral Tablet	0	JNJ_Symphony_UC_Drug	Acarbose 25 MG Oral Tablet	19023063	RxNorm	1970-01-01	2099-12-31	
Accu Check	0	JNJ_Symphony_UC_Drug	Accu Check	0	None	1970-01-01	2099-12-31	
Accu-Check Aviva Diabetic Starter Kit	0	JNJ_Symphony_UC_Drug	Accu-Check Aviva Diabetic Starter Kit	0	None	1970-01-01	2099-12-31	
Accu-check Aviva Glucose Meter	0	JNJ_Symphony_UC_Drug	Accu-check Aviva Glucose Meter	0	None	1970-01-01	2099-12-31	
Accucheck Aviva Glucose Meter	0	JNJ_Symphony_UC_Drug	Accucheck Aviva Glucose Meter	0	None	1970-01-01	2099-12-31	
ACCU -CHECK AVIVA PLUSE Test Strips	0	JNJ_Symphony_UC_Drug	ACCU -CHECK AVIVA PLUSE Test Strips	0	None	1970-01-01	2099-12-31	
Accu-Check Aviva test strip	0	JNJ_Symphony_UC_Drug	Accu-Check Aviva test strip	0	None	1970-01-01	2099-12-31	
Accucheck Aviva test strips	0	JNJ_Symphony_UC_Drug	Accucheck Aviva test strips	0	None	1970-01-01	2099-12-31	
Accu-check compact	0	JNJ_Symphony_UC_Drug	Accu-check compact	0	None	1970-01-01	2099-12-31	
Accucheck Compact Plus	0	JNJ_Symphony_UC_Drug	Accucheck Compact Plus	0	None	1970-01-01	2099-12-31	
Accu-Check Compact Plus Test Strips	0	JNJ_Symphony_UC_Drug	Accu-Check Compact Plus Test Strips	0	None	1970-01-01	2099-12-31	
Accucheck fastclix Lancelets	0	JNJ_Symphony_UC_Drug	Accucheck fastclix Lancelets	0	None	1970-01-01	2099-12-31	
Accu-Check Nano Meter test strips	0	JNJ_Symphony_UC_Drug	Accu-Check Nano Meter test strips	0	None	1970-01-01	2099-12-31	
AccuCheck Nano Strips	0	JNJ_Symphony_UC_Drug	AccuCheck Nano Strips	0	None	1970-01-01	2099-12-31	
accu-check nano test strips	0	JNJ_Symphony_UC_Drug	accu-check nano test strips	0	None	1970-01-01	2099-12-31	
Accucheck Nano Test Strips for Glucose Monitor	0	JNJ_Symphony_UC_Drug	Accucheck Nano Test Strips for Glucose Monitor	0	None	1970-01-01	2099-12-31	
Accu-Chek Active Care Kit	0	JNJ_Symphony_UC_Drug	Accu-Chek Active Care Kit	0	None	1970-01-01	2099-12-31	
Accu-Chek Advantage Diabetes	0	JNJ_Symphony_UC_Drug	Accu-Chek Advantage Diabetes	0	None	1970-01-01	2099-12-31	
Accu-Chek Advantage Diabetes KIT	0	JNJ_Symphony_UC_Drug	Accu-Chek Advantage Diabetes KIT	0	None	1970-01-01	2099-12-31	
Accu-Chek Advantage H Test	0	JNJ_Symphony_UC_Drug	Accu-Chek Advantage H Test	0	None	1970-01-01	2099-12-31	
Accu-Chek Advantage H Test In Vitro Strip	0	JNJ_Symphony_UC_Drug	Accu-Chek Advantage H Test In Vitro Strip	0	None	1970-01-01	2099-12-31	
Accu-Chek Advantage Test	0	JNJ_Symphony_UC_Drug	Accu-Chek Advantage Test	0	None	1970-01-01	2099-12-31	
Accu-Chek Advantage Test In Vitro Strip	0	JNJ_Symphony_UC_Drug	Accu-Chek Advantage Test In Vitro Strip	0	None	1970-01-01	2099-12-31	
Accu-Chek Advantage Test STRP	0	JNJ_Symphony_UC_Drug	Accu-Chek Advantage Test STRP	0	None	1970-01-01	2099-12-31	
Accu-Chek Aviva	0	JNJ_Symphony_UC_Drug	Accu-Chek Aviva	0	None	1970-01-01	2099-12-31	
Accu-Chek Aviva Connect	0	JNJ_Symphony_UC_Drug	Accu-Chek Aviva Connect	0	None	1970-01-01	2099-12-31	
Accu-Chek Aviva Connect w/Device Kit	0	JNJ_Symphony_UC_Drug	Accu-Chek Aviva Connect w/Device Kit	0	None	1970-01-01	2099-12-31	
Accu-Chek Aviva Device	0	JNJ_Symphony_UC_Drug	Accu-Chek Aviva Device	0	None	1970-01-01	2099-12-31	
Accu-Chek Aviva glucometer	0	JNJ_Symphony_UC_Drug	Accu-Chek Aviva glucometer	0	None	1970-01-01	2099-12-31	
Accu-Chek Aviva In Vitro Solution	0	JNJ_Symphony_UC_Drug	Accu-Chek Aviva In Vitro Solution	0	None	1970-01-01	2099-12-31	
Accu-Chek Aviva In Vitro Strip	0	JNJ_Symphony_UC_Drug	Accu-Chek Aviva In Vitro Strip	0	None	1970-01-01	2099-12-31	
Accu-Chek Aviva KIT	0	JNJ_Symphony_UC_Drug	Accu-Chek Aviva KIT	0	None	1970-01-01	2099-12-31	
Accu-chek Aviva lancets	0	JNJ_Symphony_UC_Drug	Accu-chek Aviva lancets	0	None	1970-01-01	2099-12-31	
Accu-Chek Aviva Plus In Vitro Strip	0	JNJ_Symphony_UC_Drug	Accu-Chek Aviva Plus In Vitro Strip	0	None	1970-01-01	2099-12-31	
Accu-Chek Aviva Plus w/Device Kit	0	JNJ_Symphony_UC_Drug	Accu-Chek Aviva Plus w/Device Kit	0	None	1970-01-01	2099-12-31	
