source_code	source_concept_id	source_vocabulary_id	source_code_description	target_concept_id	target_vocabulary_id	valid_start_date	valid_end_date	invalid_reason
108-Elderly-Over the counter drug use-Self medication	0	JNJ_CPRD_ADD_ENTTYPE	108-Elderly-Over the counter drug use-Self medication	0	None	1970-01-01	2099-12-31	
109-Elderly-Risk factors - elderly-Risk factor present	0	JNJ_CPRD_ADD_ENTTYPE	109-Elderly-Risk factors - elderly-Risk factor present	0	None	1970-01-01	2099-12-31	
110-Disease Registers-Thyroid disease-Thyroid disease present	0	JNJ_CPRD_ADD_ENTTYPE	110-Disease Registers-Thyroid disease-Thyroid disease present	0	None	1970-01-01	2099-12-31	
111-Epilepsy-DVLC informed-DVLC informed	0	JNJ_CPRD_ADD_ENTTYPE	111-Epilepsy-DVLC informed-DVLC informed	0	None	1970-01-01	2099-12-31	
112-Child Health Surveillance-CHS Apgar score at 1 minute -Apgar score at 1 minute	0	JNJ_CPRD_ADD_ENTTYPE	112-Child Health Surveillance-CHS Apgar score at 1 minute -Apgar score at 1 minute	4014304	SNOMED	1970-01-01	2099-12-31	
113-Asthma-Asthma last attack-Hospitalised	0	JNJ_CPRD_ADD_ENTTYPE	113-Asthma-Asthma last attack-Hospitalised	0	None	1970-01-01	2099-12-31	
113-Asthma-Asthma last attack-Nebulised	0	JNJ_CPRD_ADD_ENTTYPE	113-Asthma-Asthma last attack-Nebulised	0	None	1970-01-01	2099-12-31	
113-Asthma-Asthma last attack-Oral steroids	0	JNJ_CPRD_ADD_ENTTYPE	113-Asthma-Asthma last attack-Oral steroids	0	None	1970-01-01	2099-12-31	
114-Maternity-Pregnancy outcome-Birth status	0	JNJ_CPRD_ADD_ENTTYPE	114-Maternity-Pregnancy outcome-Birth status	4264823	SNOMED	1970-01-01	2099-12-31	
114-Maternity-Pregnancy outcome-Discharge Date	0	JNJ_CPRD_ADD_ENTTYPE	114-Maternity-Pregnancy outcome-Discharge Date	0	None	1970-01-01	2099-12-31	
