source_code	source_concept_id	source_vocabulary_id	source_code_description	target_concept_id	target_vocabulary_id	valid_start_date	valid_end_date	invalid_reason
ALC_AMT	0	JNJ_TRU_HRA_QUESTION	Number of drinks consumed per day	40771104	LOINC	1970-01-01	2099-12-31	
ALCDYAMT	0	JNJ_TRU_HRA_QUESTION	Number of drinks consumed per day	3037705	LOINC	1970-01-01	2099-12-31	
ALCWEEK	0	JNJ_TRU_HRA_QUESTION	Number of days per week alcohol is consumed	0	None	1970-01-01	2099-12-31	
BMI	0	JNJ_TRU_HRA_QUESTION	Body Mass Index	3038553	LOINC	1970-01-01	2099-12-31	
CC_ALLERGY	0	JNJ_TRU_HRA_QUESTION	Self-reported allergy	43530807	SNOMED	1970-01-01	2099-12-31	
CC_ARTHRITIS	0	JNJ_TRU_HRA_QUESTION	 Self-reported arthritis	4291025	SNOMED	1970-01-01	2099-12-31	
CC_ASTHMA	0	JNJ_TRU_HRA_QUESTION	 Self-reported asthma	317009	SNOMED	1970-01-01	2099-12-31	
CC_BACKPAIN	0	JNJ_TRU_HRA_QUESTION	 Self-reported back pain	134736	SNOMED	1970-01-01	2099-12-31	
CC_CHF	0	JNJ_TRU_HRA_QUESTION	 Self-reported congestive heart failure	319835	SNOMED	1970-01-01	2099-12-31	
CC_DEPRESS	0	JNJ_TRU_HRA_QUESTION	 Self-reported depression	440383	SNOMED	1970-01-01	2099-12-31	
CC_DIAB	0	JNJ_TRU_HRA_QUESTION	 Self-reported diabetes	201820	SNOMED	1970-01-01	2099-12-31	
CC_HEARTDIS	0	JNJ_TRU_HRA_QUESTION	 Self-reported heart disease (coronary artery disease, angina or heart attack)	317576	SNOMED	1970-01-01	2099-12-31	
CC_HIGHBP	0	JNJ_TRU_HRA_QUESTION	 Self-reported high blood pressure	316866	SNOMED	1970-01-01	2099-12-31	
CC_HIGHCOL	0	JNJ_TRU_HRA_QUESTION	 Self-reported  high /unhealthy cholesterol	432867	SNOMED	1970-01-01	2099-12-31	
CC_HRTBURN	0	JNJ_TRU_HRA_QUESTION	 Self-reported  chronic heartburn or ulcer	44783954	SNOMED	1970-01-01	2099-12-31	
CC_LUNGDIS	0	JNJ_TRU_HRA_QUESTION	 Self-reported  lung problems (e.g., chronic bronchitis, emphysema, COPD)	257907	SNOMED	1970-01-01	2099-12-31	
CC_MIGRAINE	0	JNJ_TRU_HRA_QUESTION	 Self-reported migraine or chronic severe headaches	318736	SNOMED	1970-01-01	2099-12-31	
CC_NONSKINCAN	0	JNJ_TRU_HRA_QUESTION	 Self-reported cancer (non-skin)	4312326	SNOMED	1970-01-01	2024-03-13	D
CC_NONSKINCAN	0	JNJ_TRU_HRA_QUESTION	 Self-reported cancer (non-skin)	37153816	SNOMED	2024-03-13	2099-12-31	
CC_OSTEOPO	0	JNJ_TRU_HRA_QUESTION	 Self-reported osteoporosis	80502	SNOMED	1970-01-01	2099-12-31	
CC_SKINCAN	0	JNJ_TRU_HRA_QUESTION	 Self-reported skin cancer	4155297	SNOMED	1970-01-01	2099-12-31	
CGRAMT	0	JNJ_TRU_HRA_QUESTION	Number of cigars smoked per week	40766942	LOINC	1970-01-01	2099-12-31	
CGRCURR	0	JNJ_TRU_HRA_QUESTION	Currently using cigars	4246415	SNOMED	1970-01-01	2024-03-13	D
CGRCURR	0	JNJ_TRU_HRA_QUESTION	Currently using cigars	903664	OMOP Extension	2024-03-13	2099-12-31	
CGRDUR	0	JNJ_TRU_HRA_QUESTION	Number of years of cigar use	0	None	1970-01-01	2099-12-31	
CGRPREV	0	JNJ_TRU_HRA_QUESTION	Previous use of cigars	4052949	SNOMED	1970-01-01	2024-03-13	D
CGRPREV	0	JNJ_TRU_HRA_QUESTION	Previous use of cigars	903651	OMOP Extension	2024-03-13	2099-12-31	
CGRPREV	0	JNJ_TRU_HRA_QUESTION	Previous use of cigars	1340204	OMOP Extension	2024-03-13	2099-12-31	
CGRQTYR	0	JNJ_TRU_HRA_QUESTION	Years since quitting cigars	0	None	1970-01-01	2099-12-31	
CGRQUIT	0	JNJ_TRU_HRA_QUESTION	Plans to quit cigars	40766642	LOINC	1970-01-01	2099-12-31	
CGTAMT	0	JNJ_TRU_HRA_QUESTION	Number of cigarettes smoked per day	40766364	LOINC	1970-01-01	2099-12-31	
